"id","profileName","text","date","title","rating","images","helpful","Configuration"
"RL1OKJPSEECAH","Rajesh Sundararaj","Mine is smart tv already but no support to hotstar and zee5 OTTs. That's the main reason I bought this device. Using this for the past two weeks and most of the times I don't see any lag. Sometimes I feel delayed response time Of fire stick.What I like:1. I bought it for 2099 during Amazon sale. For this price, this device is worth for each rupee we spent (I was thinking to buy mi box 4k considering the price earlier)2. Navigation and set up is smooth3. Streaming quality is really awesome4. Controls to operate TV. I feel this is very important as my original tv remote id already broken5. Alexa voice search: I like this a lot6. Preset button: though I'm not using much, this is very useful featureWhat can be added:1. App Store not offering all the apps that are available in play store of other android streaming device. If all the apps available, some education related apps like seesaw for ex. can be used on tv. This device deserves 5 star but due to this point and next, only 4 star at the moment2. If possible, offering play store also would be great something similar to galaxy store and play store on Samsung smart phones3. Alexa voice search is useful to open apps and play movie or songs on same OTT. If we want to switch to other app and sub task inside, Alexa could not get it. For ex, if I want to open and play a song in youtube from other apps, it just opens youtube but not completing the rest of the commands. Google assistant is better in this aspect4. Experiance of screen mirroring is pathetic. But I don't use this as almost all the apps that I use are available in fire stick. I tried just to check the feature","Reviewed in India on 13 August 2021","Superb streaming device",4,"",0,"Fire TV Stick"
"R1O2ZMGRABU9ZP","Vasu Manikanta Sai Senapathi","I used this product for my 43inch LED TV. The screen is becoming blank after the fire TV logo is displayed. The fire TV logo is displayed for 1 sec and it suddenly turns off. No further options can be visible on my TV screen. I tried restarting the TV stick with Fire TV remote, unplugging and plugging the amazon adaptor from the socket, Changing the HDMI slot nd i had watched various videos to resolve this problem but nothing worked out. Thankfully after the replacement the return option was available and i got my refund initiated.","Reviewed in India on 9 March 2022","Awful",1,"",0,"Fire TV Stick"
"R2KE80L848QX2W","Mohan Kishore U.","Seems there is a problem with newer fire tv stick device and Amazon engineering team already working on this as per the information from fire tv stick forums. Contacted customer service, they helped me to troubleshoot the Issue. I was asked to purchase a new remote and with that my fire tv stick is working well. Once I returned defective remote, money was refunded.","Reviewed in India on 10 October 2021","Remote not pairing up with device. It’s 3rd gen fire tv stick, aug 2021 manufactured.",3,"",1,"Fire TV Stick"
"RLVUDV3FR3TJ6","G Saravanan","For the cost that these guys sell, they think the buyers are stupids.Absolutely rubbish product.1. Home screen messy2. No good live tv integration3. Low quality remote4. Not showing recently used apps5. Always showing Amazon prime content in home even if I haven't subscribed for them. (Should we just see the trailer everyday,🙄)","Reviewed in India on 7 November 2021","Could there be any more worst product",1,"",0,"Fire TV Stick"
"R3F09LFYO1ZGR3","Abdul Waseem Akram","I've been using Firestick 2nd Gen for years and recently switched to 3rd Gen. 3rd Gen device works perfect on my 10 years old LED TV, supports 12 bit color, and has made my TV like the latest one. Faster Voice search, application loading is faster compared to previous one. worth buying the product.","Reviewed in India on 8 May 2022","Worth buy",5,"",0,"Fire TV Stick"
"R983ADVL0AZNI","Kaiser Khan","I was a bit confused to Buy Smart TV or Amazon Fire TV Stick because the Condition of my current TV is really good and I don't want to replace it as of now but I was wasting Money on Monthly Recharge and still struggling with limited stuff to Watch. Now At the Price of 3999, the Experience is completely different after Buying this Product and on the other side, Costing of a Smart TV is a Minimum of 16-17k. Alexa Voice Control is really Cool I can watch whatever I want. Just One thing Amazon Could have been done better, prime membership atleast for a month because it's an Amazon product and they should have provided their member for Customer Experience.","Reviewed in India on 7 March 2022","Easy to Setup. Must Buy!",5,"",0,"Fire TV Stick"
"R1G5A2SB3PTE9I","Philip John","I bought a Amazon Firestick (3rd Generation) on 14th January. I noticed that during the course of a movie- Amazon Prime, Netflix, Disney Hotstar etc. the SOUND would disappear. I wanted to observe some more but the problem continued. I wanted to order a replacement before one month but saw that the return should have been done before 28th January - within TWO WEEKS. I am disappointed.","Reviewed in India on 7 February 2022","Malfunctioning Amazon Firestick (3rd Gen)",1,"",1,"Fire TV Stick"
"R2A4DQ9F3UYQS5","Grace D.","The Amazon fire tv is superb.I was very happy using it.It worked for one year without any problem.Now the remote is not working.And to buy a new remote it costs Rs 2000 which is too expensive.small request to you Amazon pls lower your rates of the remote.My fire tv is useless now without remote.My kids r fed-up without it.pls help.","Reviewed in India on 6 January 2022","Important",3,"",1,"Fire TV Stick"
"R3Q7T60RECIXW1","Vik","Tried with 2 different TVs of different brands but this fire stick failed to start pairing with the remote. Ordered replacement though dont know will again get defective piece or what. I dont know whats wrong with amazon, since past 2 times the electronic items i order have been sent faulty in the first time, ordering replacements wastes time aswell and amazon will gradually loose customers","Reviewed in India on 4 October 2021","Defective item sent",1,"",0,"Fire TV Stick"
"R1PXZWN7QN50P6","Rhea","After I started using this with my TV, it is randomly starting to play in the middle of the night and abruptly goes off while watching something. That's it am not using my TV anymore. Atleast before I was using other normal apps now even that is gone. I wont recommend this","Reviewed in India on 21 December 2021","Screwed up my TV",3,"",0,"Fire TV Stick"
"R2D6B2QIVE168P","Dhiren","After using 1 year suddenly fire stick is not working with Sony Tv Amazon replace my stick but same issue with new one... I have 2016 and 2012 model of sony tv but not working on both... First check then buy... And Amazon not refunding my money","Reviewed in India on 16 January 2022","Not compatible with Sony TV",1,"","2","Fire TV Stick"
"R1G3MAJEEKE6P2","amol","I had been using Chromecast for past 2-3 years and it worked well. But recently started giving too many cast issues and decided to buy firestick.The firestick is very good with playing content without any buffering issues.It's seamless and a great replacement for Chromecast!!","Reviewed in India on 8 August 2021","Great replacement for Chromecast!!",5,"",0,"Fire TV Stick"
"R1KXQECR56512B","zubin najmi","Everything fine except the Bluetooth earphones volume is low even when you set the volume 100% level......even the call center technicians could not figure out the problem.My bedroom TV has a 2nd generation fire tv stick, the same Bluetooth headset works great somuch as I have to keep the volume at 70% of max level...","Reviewed in India on 16 November 2021","Bluetooth headset volume low",2,"",0,"Fire TV Stick"
"R3CZ7RCO8NQM3T","Derick Sathish M","Excellent product. I'm using this fire TV stick on my Micromax tv which is very old and tv model is 2015 so it's normal tv and this stick works fine and made my normal tv into a Android tv. Excellent streaming and no lag till now. Worth every penny.","Reviewed in India on 25 January 2022","Best buy and value for money",5,"",0,"Fire TV Stick"
"R2LH5CLI8GXYSZ","VAMSHI GONELA","Its wonderfullMy normal Led tv converted to smart tvIm soooo much impressed by this productThanq u amazon for saving my moneyIf not i have to go for a new tv by exchange which results in loss of nearly 20kThnk u soooo much","Reviewed in India on 18 April 2022","Superb product",5,"",0,"Fire TV Stick"
"R1PPKJ7J5HQIJ3","Faisal Aziz","I was bit Skeptical while buying this since I got a Non-Smart TV of Brand Vise(Available only with Vijay Sales & Lotus Electronics)Firestick works perfectly although it took me some time to map Firestick with TV but it worked smoothly.Firestick is working perfectly including TV and Firestick operation.Just one suggestion to developers make remote mapping automatic as it takes a long time to map .","Reviewed in India on 11 August 2021","Compatible with almost all Non Smart Tvs",5,"",0,"Fire TV Stick"
"RIWAGT626G3DL","Sachin","The UI went an update some months ago. It has taken a turn that is ugly and hard to navigate. Ads are now plastered on the home page. The UI is very sluggish for a long time after first start. To get to your list of apps, you need to navigate through multiple unnecessary steps.","Reviewed in India on 9 November 2021","Not what it used to be!",3,"",0,"Fire TV Stick"
